student_id,age,gender,study_hours_per_day,sleep_hours_per_day,social_media_hours_per_day,attendance_pct,part_time_job,extracurricular,tutoring,parental_education,internet_access,stress_level,previous_score,exam_score
STU2296,17,Male,2.2,5.7,3.8,90.9,No,No,No,Bachelors,Yes,4.0,76.3,89.3
STU3105,16,Female,1.5,5.4,4.5,92.8,Yes,Yes,No,High School,Yes,8.0,68.2,63.2
STU2115,16,Male,0.9,6.8,3.2,77.4,No,Yes,No,PhD,No,6.0,66.8,76.4
STU3469,15,Male,3.0,7.2,4.6,90.7,No,No,No,Masters,No,6.0,82.4,87.3
STU3307,18,Male,1.1,,5.5,84.2,No,No,No,Bachelors,No,6.0,70.9,62.5
STU2468,17,Female,4.4,6.2,1.4,84.1,No,Yes,No,PhD,Yes,7.0,67.1,100.0
STU2901,15,Male,4.6,6.6,4.0,93.2,No,Yes,No,Bachelors,Yes,6.0,60.4,84.9
STU2450,17,Female,5.9,10.0,3.2,88.5,No,Yes,No,High School,Yes,5.0,79.7,100.0
STU3117,18,Female,3.0,6.5,0.4,77.2,No,Yes,No,Bachelors,Yes,5.0,79.5,71.1
STU3075,18,Female,4.3,5.4,0.7,79.7,No,Yes,No,High School,Yes,6.0,68.6,74.7
STU2750,18,Male,4.8,6.6,4.5,68.8,Yes,Yes,No,Bachelors,Yes,5.0,87.3,85.0
STU2514,18,Female,4.3,6.1,2.7,89.6,Yes,No,No,High School,Yes,6.0,84.4,91.4
STU2482,18,Male,4.7,5.4,0.8,81.0,Yes,Yes,No,Bachelors,Yes,9.0,54.4,69.3
STU2951,15,Female,3.2,6.0,5.7,88.2,No,No,No,Bachelors,Yes,6.0,50.6,69.8
STU2806,15,Male,3.5,5.9,2.9,95.9,No,Yes,No,High School,Yes,3.0,62.6,85.7
STU3473,18,Male,3.0,6.6,0.0,89.5,No,Yes,No,High School,Yes,5.0,95.8,91.0
STU2387,16,Male,1.9,8.8,0.0,87.5,No,Yes,No,High School,Yes,5.0,65.4,78.5
STU2202,17,Female,5.7,7.2,2.0,78.6,Yes,No,No,Masters,Yes,4.0,64.4,90.8
STU2502,18,Female,4.1,7.6,3.5,93.4,No,Yes,No,High School,Yes,7.0,70.0,94.6
STU3081,15,Female,1.3,8.4,0.8,92.8,Yes,Yes,No,Bachelors,Yes,6.0,74.7,71.3
STU3174,15,Male,3.4,6.1,0.5,91.9,No,Yes,Yes,High School,Yes,3.0,50.8,84.7
STU2953,18,Female,3.6,8.3,4.9,79.2,No,Yes,No,High School,Yes,5.0,78.3,75.2
STU2109,18,Male,6.0,7.3,3.8,86.5,No,No,No,Masters,Yes,3.0,65.2,96.8
STU2142,15,Male,2.2,8.7,4.6,73.4,Yes,Yes,No,Masters,Yes,7.0,77.1,78.1
STU2843,17,Male,6.1,7.1,5.9,75.8,No,Yes,No,Bachelors,No,6.0,66.8,86.4
STU3343,17,Male,4.9,5.0,3.3,100.0,No,Yes,Yes,High School,Yes,7.0,88.0,100.0
STU2158,16,Male,4.7,,4.0,84.9,Yes,Yes,No,High School,Yes,8.0,81.3,88.2
STU3342,18,Male,1.9,7.9,2.1,76.3,No,No,No,Masters,Yes,4.0,62.7,74.9
STU3189,17,Female,5.7,4.6,4.6,72.0,Yes,No,No,Masters,No,5.0,55.6,74.1
STU3135,17,Male,4.0,7.6,2.2,89.4,No,No,No,High School,Yes,6.0,64.4,80.5
STU2214,16,Male,3.3,5.3,3.7,88.3,No,No,No,Bachelors,Yes,6.0,79.7,84.2
STU3258,17,Male,4.6,8.4,5.8,59.6,No,Yes,Yes,PhD,Yes,2.0,70.4,95.2
STU3091,17,Male,3.5,6.2,2.0,93.1,No,Yes,Yes,Masters,Yes,5.0,59.6,95.1
STU3390,16,Female,4.0,6.3,0.3,100.0,No,Yes,No,Bachelors,No,5.0,61.9,88.6
STU2620,16,Male,2.4,6.6,4.9,100.0,No,No,Yes,High School,Yes,9.0,76.4,86.7
STU2330,15,Male,2.7,9.0,7.1,77.1,No,No,Yes,Bachelors,Yes,5.0,84.9,77.0
STU2780,16,Female,4.4,4.1,0.3,100.0,No,No,No,Masters,Yes,5.0,72.0,92.3
STU2576,17,Male,3.9,7.9,4.1,92.2,No,No,No,High School,Yes,6.0,60.8,75.5
STU3130,15,Female,3.4,5.4,1.4,79.1,No,No,No,High School,Yes,5.0,55.7,68.8
STU2428,18,Female,2.2,6.3,3.5,72.4,No,No,No,Bachelors,Yes,6.0,62.8,65.3
STU2898,18,Male,3.3,7.5,3.8,70.8,No,Yes,Yes,Bachelors,No,6.0,58.6,75.7
STU2879,17,Female,4.2,5.6,4.3,85.4,No,Yes,No,High School,Yes,3.0,50.0,72.0
STU2585,15,Male,1.4,7.4,1.1,88.3,No,No,No,High School,Yes,9.0,62.7,72.2
STU3097,17,Female,5.4,6.1,4.6,98.2,No,Yes,No,Bachelors,Yes,5.0,58.8,93.5
STU3209,15,Female,2.1,7.7,2.9,99.5,No,No,No,Masters,Yes,4.0,73.4,85.4
STU2713,17,Male,4.8,5.7,3.6,81.6,No,No,No,Bachelors,No,4.0,66.7,90.6
STU2837,16,Male,2.4,6.5,3.0,86.8,No,Yes,No,High School,Yes,7.0,68.3,64.7
STU2447,15,Female,4.4,9.2,1.1,85.5,Yes,No,No,Bachelors,Yes,6.0,63.4,92.6
STU2804,16,Male,5.4,7.1,1.7,73.0,Yes,No,No,Bachelors,Yes,3.0,76.0,98.4
STU2667,15,Female,6.1,8.6,4.6,87.4,No,Yes,No,Bachelors,Yes,2.0,60.4,92.5
STU2824,17,Female,2.4,8.5,5.9,77.0,Yes,Yes,No,High School,Yes,6.0,65.2,77.1
STU2516,17,Male,4.6,5.2,2.1,79.1,No,No,No,Bachelors,Yes,6.0,67.7,89.8
STU2563,17,Male,3.2,5.0,3.2,86.4,Yes,Yes,Yes,Bachelors,Yes,2.0,72.9,81.6
STU2272,15,Female,3.7,6.7,3.8,81.4,No,Yes,No,High School,Yes,4.0,64.1,78.8
STU3433,16,Female,2.0,5.3,5.3,90.0,No,Yes,No,High School,Yes,6.0,65.4,67.7
STU2139,18,Female,4.0,7.3,0.7,81.9,No,No,No,PhD,Yes,3.0,64.1,91.3
STU2740,18,Male,4.1,5.0,2.6,89.5,No,Yes,No,High School,No,9.0,58.4,63.7
STU2648,15,Male,2.0,6.1,0.0,90.4,No,Yes,No,Masters,Yes,1.0,54.1,76.9
STU3448,15,Female,3.4,6.5,2.8,92.6,No,No,Yes,High School,Yes,5.0,71.6,84.1
STU2431,17,Male,4.0,7.4,3.3,86.7,Yes,Yes,Yes,PhD,Yes,6.0,62.4,83.3
STU3459,17,Male,4.6,6.4,4.1,96.1,No,Yes,No,PhD,Yes,7.0,73.0,96.8
STU3297,16,Female,3.5,5.9,5.5,95.0,No,Yes,Yes,Masters,Yes,6.0,71.9,93.4
STU3428,18,Male,5.4,,0.9,86.2,Yes,Yes,No,Bachelors,Yes,6.0,70.1,81.0
STU2752,17,Male,5.7,7.0,3.1,89.5,No,Yes,No,Bachelors,Yes,6.0,57.3,96.3
STU3206,18,Male,5.5,7.3,2.9,72.4,No,No,Yes,High School,No,5.0,57.1,72.9
STU3381,17,Male,5.4,7.7,2.5,75.3,Yes,Yes,No,Bachelors,Yes,3.0,76.0,95.6
STU3111,15,Female,3.8,6.7,0.9,69.2,Yes,No,Yes,Masters,Yes,3.0,66.4,88.1
STU3365,17,Male,3.3,6.4,5.7,95.7,No,Yes,Yes,High School,Yes,6.0,65.3,86.4
STU3272,17,Male,3.6,6.8,3.6,54.5,No,No,Yes,High School,Yes,7.0,73.0,78.7
STU3053,15,Female,2.9,6.7,6.0,80.6,No,Yes,No,High School,No,5.0,75.0,70.5
STU3341,18,Male,4.0,5.0,2.7,74.9,Yes,Yes,No,Bachelors,Yes,9.0,57.5,72.2
STU2128,15,Male,2.9,5.3,1.4,77.5,Yes,Yes,No,High School,Yes,6.0,80.0,78.3
STU2008,15,Female,2.7,8.6,4.9,85.1,Yes,Yes,No,Bachelors,Yes,7.0,63.0,76.6
STU2311,15,Male,6.2,,3.3,100.0,No,No,No,Masters,Yes,3.0,71.1,97.3
STU3221,16,Male,2.2,5.5,3.8,70.8,Yes,No,No,Bachelors,Yes,7.0,52.1,63.9
STU2526,15,Male,5.3,6.5,3.0,72.7,Yes,No,No,High School,Yes,7.0,75.4,85.2
STU3080,18,Female,3.4,7.8,1.8,100.0,No,Yes,Yes,Bachelors,No,6.0,65.1,88.4
STU3079,15,Male,2.6,6.9,5.5,100.0,No,Yes,No,High School,Yes,4.0,58.2,74.4
STU2206,16,Male,3.8,5.2,3.9,85.8,No,No,No,Masters,Yes,6.0,86.8,82.6
STU3444,15,Male,2.0,6.9,3.1,77.7,Yes,Yes,Yes,Bachelors,Yes,7.0,63.8,64.6
STU2846,16,Male,2.7,7.4,0.2,78.2,No,No,Yes,High School,Yes,4.0,66.1,85.1
STU2919,18,Female,3.1,5.6,4.2,88.1,No,No,No,Masters,Yes,5.0,72.5,85.3
STU2203,15,Female,3.3,6.5,3.6,84.7,No,No,No,PhD,Yes,4.0,63.8,85.5
STU2054,15,Female,2.2,7.9,4.9,67.1,Yes,No,No,Masters,No,6.0,69.8,64.5
STU3121,18,Female,4.0,7.4,4.5,78.6,Yes,No,No,High School,Yes,7.0,45.0,63.6
STU2488,16,Male,4.7,7.5,3.0,76.9,Yes,No,No,High School,Yes,4.0,66.8,78.1
STU2540,17,Male,4.0,5.5,4.5,72.5,No,Yes,No,Masters,Yes,7.0,54.5,68.9
STU3230,18,Male,3.1,7.4,1.3,75.7,Yes,No,Yes,Masters,No,9.0,74.4,81.0
STU2189,15,Male,3.0,7.9,5.1,100.0,Yes,Yes,No,High School,No,5.0,83.2,77.9
STU2108,17,Male,6.3,6.5,0.1,87.2,No,Yes,No,Bachelors,Yes,8.0,51.5,97.7
STU2537,15,Male,3.1,8.9,3.2,79.2,Yes,Yes,No,High School,Yes,7.0,50.8,66.2
STU2521,17,Male,4.1,5.8,3.4,94.9,Yes,No,No,Masters,Yes,4.0,66.1,86.8
STU2897,18,Male,2.6,5.5,3.1,80.6,Yes,Yes,Yes,High School,Yes,7.0,49.6,58.7
STU2550,15,Female,4.1,4.6,3.3,83.2,No,No,No,High School,No,6.0,65.6,77.5
STU2022,18,Male,3.0,8.7,0.0,81.8,Yes,Yes,No,Masters,No,8.0,67.2,73.4
STU2376,18,Male,4.3,6.4,3.3,76.9,Yes,Yes,Yes,Bachelors,Yes,4.0,66.5,81.7
STU2948,17,Female,3.9,6.1,2.1,74.1,Yes,No,Yes,High School,Yes,4.0,73.6,82.3
STU2594,18,Female,3.1,6.2,4.1,69.7,No,Yes,No,Bachelors,Yes,6.0,65.5,90.3
STU3350,17,Male,2.4,7.8,4.5,92.8,No,No,No,Bachelors,No,3.0,48.8,82.4
STU2205,16,Female,2.2,,3.6,82.7,No,Yes,No,Bachelors,Yes,6.0,77.1,74.0
STU2093,16,Male,1.3,6.1,2.8,86.3,Yes,Yes,No,PhD,Yes,3.0,72.2,66.7
STU2224,18,Male,3.2,7.8,2.8,89.5,No,Yes,No,Masters,Yes,4.0,79.2,96.6
STU3306,18,Female,2.5,6.6,1.5,90.7,Yes,Yes,No,High School,No,4.0,84.2,79.1
STU3077,15,Male,3.4,5.9,2.7,91.0,No,Yes,Yes,Bachelors,Yes,5.0,77.4,88.7
STU3256,18,Female,3.5,5.3,4.3,88.2,Yes,Yes,No,High School,Yes,5.0,41.0,69.4
STU3134,15,Male,0.8,8.2,3.9,83.5,No,No,No,Bachelors,Yes,1.0,88.3,65.7
STU2440,15,Male,3.4,5.8,2.0,93.0,Yes,No,No,Bachelors,Yes,6.0,66.0,72.0
STU2588,16,Male,1.9,7.7,2.2,87.5,No,Yes,Yes,High School,No,8.0,53.9,76.2
STU2877,15,Male,6.0,6.6,4.7,86.7,Yes,No,Yes,PhD,Yes,8.0,92.0,100.0
STU3068,17,Male,3.4,7.0,1.9,90.1,Yes,No,Yes,Masters,Yes,3.0,73.4,85.2
STU2745,15,Male,2.6,6.3,2.6,84.7,No,Yes,No,High School,Yes,6.0,93.6,80.9
STU2092,17,Female,0.9,5.2,5.0,89.0,No,No,No,Bachelors,Yes,7.0,74.6,67.9
STU2988,15,Male,0.1,7.2,2.3,85.5,Yes,No,No,Bachelors,No,2.0,82.9,69.9
STU3011,18,Male,4.5,,3.0,100.0,No,Yes,No,Bachelors,Yes,3.0,75.5,100.0
STU2270,18,Male,2.1,6.8,0.2,80.1,Yes,No,No,Bachelors,Yes,7.0,54.3,52.7
STU3259,17,Female,5.7,5.2,3.8,79.1,Yes,No,Yes,High School,Yes,6.0,44.4,77.0
STU3352,16,Male,2.0,7.4,3.7,78.4,Yes,Yes,No,Bachelors,No,3.0,59.1,71.7
STU2075,15,Male,3.6,8.1,4.2,80.4,Yes,Yes,No,Bachelors,Yes,8.0,69.3,82.0
STU2971,15,Male,3.9,7.3,4.6,92.3,No,No,No,High School,Yes,7.0,52.1,79.1
STU3152,17,Female,0.2,3.7,3.3,74.0,No,Yes,No,Bachelors,Yes,2.0,82.7,65.7
STU3499,17,Male,0.9,7.4,3.1,96.5,No,No,No,High School,Yes,9.0,65.9,64.7
STU2560,18,Female,5.0,5.8,3.1,97.6,No,Yes,No,Bachelors,Yes,5.0,65.3,100.0
STU2792,17,Female,3.4,6.1,5.4,77.4,Yes,No,Yes,Bachelors,Yes,6.0,78.8,74.8
STU3127,15,Male,1.7,6.0,3.7,57.8,No,No,No,Masters,Yes,4.0,76.3,63.4
STU2904,18,Female,4.2,6.6,1.8,86.4,No,Yes,No,Bachelors,Yes,6.0,71.8,94.2
STU2246,17,Female,3.2,7.3,2.2,81.0,No,Yes,No,High School,Yes,6.0,82.2,81.4
STU3391,17,Male,3.9,6.4,0.7,93.3,No,No,No,Bachelors,Yes,7.0,77.6,91.6
STU3052,17,Female,3.5,6.6,4.8,84.6,No,Yes,Yes,Bachelors,Yes,6.0,69.2,76.3
STU2469,18,Female,3.5,6.5,3.8,99.5,No,Yes,Yes,Bachelors,No,4.0,77.2,91.3
STU3498,16,Female,3.8,5.7,2.8,100.0,No,No,Yes,High School,Yes,5.0,57.9,80.6
STU3384,16,Male,3.8,6.5,1.2,73.4,No,No,No,Masters,Yes,7.0,86.8,92.3
STU3144,17,Male,3.9,6.4,2.5,100.0,Yes,No,No,Bachelors,Yes,9.0,75.7,72.4
STU2130,15,Female,3.7,8.5,3.0,100.0,No,Yes,Yes,Masters,Yes,6.0,72.9,100.0
STU3262,17,Male,3.6,,0.8,72.2,No,No,No,High School,Yes,5.0,83.7,84.4
STU2024,15,Male,4.0,8.6,4.3,58.0,Yes,Yes,No,Bachelors,Yes,8.0,57.2,70.0
STU2583,15,Male,4.1,8.8,6.4,84.7,No,No,Yes,Bachelors,Yes,4.0,63.1,90.9
STU2391,17,Male,0.0,6.3,2.4,100.0,No,No,No,Bachelors,Yes,5.0,79.2,68.4
STU2719,16,Female,0.7,5.1,0.9,64.0,No,Yes,No,Bachelors,Yes,1.0,64.0,62.2
STU3170,17,Male,4.4,8.4,2.4,91.4,No,Yes,No,Masters,Yes,6.0,49.5,83.1
STU3378,18,Female,4.3,6.6,0.3,84.3,Yes,No,No,PhD,Yes,3.0,72.1,99.4
STU2791,18,Male,4.7,6.7,1.8,77.3,No,No,Yes,Bachelors,Yes,3.0,88.1,100.0
STU2025,15,Male,1.2,6.5,3.8,71.9,No,Yes,No,Bachelors,Yes,5.0,77.6,64.9
STU2155,16,Male,4.3,7.3,1.5,86.8,No,No,No,Masters,Yes,5.0,72.4,90.9
STU3439,15,Male,2.4,6.3,3.2,80.0,No,Yes,No,High School,Yes,6.0,88.9,73.6
STU2542,18,Male,2.2,6.2,4.3,79.5,No,Yes,Yes,Bachelors,Yes,7.0,54.2,66.0
STU2542,18,Male,2.2,6.2,4.3,79.5,No,Yes,Yes,Bachelors,Yes,7.0,54.2,66.0
STU2959,15,Female,3.7,4.1,5.4,81.8,No,Yes,No,High School,Yes,6.0,90.2,79.5
STU2669,18,Female,2.8,4.7,4.8,92.1,Yes,Yes,Yes,Bachelors,Yes,9.0,87.1,90.3
STU2670,18,Female,3.1,7.3,3.5,85.4,No,No,No,High School,Yes,7.0,59.9,83.3
STU3126,17,Female,3.7,4.3,1.6,79.6,Yes,No,No,High School,Yes,4.0,71.6,85.3
STU2677,15,Female,5.7,8.5,3.4,84.8,Yes,No,No,Bachelors,Yes,3.0,61.4,100.0
STU2445,15,Male,1.0,5.8,2.2,74.9,No,No,Yes,Bachelors,Yes,3.0,84.9,77.5
STU2685,15,Male,4.5,8.5,3.7,88.6,No,Yes,No,Bachelors,Yes,2.0,71.1,90.4
STU3356,17,Female,5.6,7.8,4.9,81.9,No,Yes,No,Masters,Yes,8.0,43.7,80.4
STU2962,15,Female,0.7,5.2,3.0,83.1,No,Yes,No,Bachelors,Yes,7.0,78.1,63.1
STU2179,16,Male,2.4,6.4,0.8,80.5,No,No,No,Bachelors,Yes,5.0,77.9,77.2
STU3421,18,Male,3.3,7.3,2.2,100.0,No,Yes,No,Bachelors,Yes,6.0,57.7,83.2
STU3358,16,Female,0.0,6.5,4.6,83.9,No,Yes,No,Masters,Yes,1.0,65.4,57.1
STU3494,17,Female,2.9,7.8,6.7,82.5,No,No,Yes,Masters,No,7.0,72.6,72.1
STU2010,17,Female,3.8,6.2,0.5,90.4,No,No,No,Bachelors,Yes,8.0,60.6,85.3
STU2354,18,Female,4.3,6.6,0.6,79.7,No,Yes,No,High School,Yes,5.0,64.1,87.0
STU2067,18,Female,2.7,6.5,2.2,78.2,No,No,No,Masters,No,7.0,51.5,73.6
STU3385,17,Female,2.6,9.7,3.0,82.3,No,No,No,Bachelors,Yes,7.0,71.8,89.1
STU2145,16,Female,2.9,7.1,6.7,74.1,No,Yes,No,High School,Yes,6.0,63.1,62.5
STU3137,16,Male,1.7,7.2,0.6,80.9,No,No,No,Bachelors,No,5.0,66.5,69.4
STU2415,16,Female,2.9,6.0,2.1,89.8,Yes,No,No,Bachelors,Yes,8.0,60.5,64.0
STU2913,16,Male,2.5,7.6,2.1,69.7,Yes,No,Yes,Bachelors,No,1.0,50.1,70.1
STU2506,15,Male,2.8,,3.4,87.8,No,No,No,High School,Yes,8.0,78.6,72.6
STU2300,15,Female,3.1,7.6,5.9,75.6,No,No,No,Masters,Yes,6.0,60.8,69.8
STU2523,15,Female,1.7,6.8,2.3,84.9,No,Yes,Yes,Masters,Yes,5.0,53.2,74.9
STU3468,15,Male,6.1,7.2,4.1,80.2,Yes,Yes,Yes,High School,Yes,7.0,70.5,91.4
STU3133,18,Female,4.6,8.1,3.7,79.7,Yes,Yes,Yes,Bachelors,No,2.0,71.7,81.0
STU2437,16,Male,1.5,5.6,1.3,79.4,No,Yes,No,Bachelors,Yes,9.0,76.5,63.2
STU3168,17,Male,2.7,7.5,4.1,77.9,Yes,No,No,Masters,No,3.0,70.4,72.9
STU2811,17,Female,4.0,7.8,4.6,91.0,Yes,Yes,No,High School,Yes,7.0,84.4,72.8
STU2842,15,Male,1.8,9.4,4.0,78.3,Yes,Yes,No,Bachelors,Yes,4.0,67.6,61.9
STU2138,17,Male,2.3,6.7,3.8,99.6,No,Yes,No,High School,Yes,8.0,66.1,74.7
STU3233,17,Male,5.4,4.6,4.2,93.1,No,Yes,Yes,High School,Yes,5.0,49.6,85.9
STU2195,18,Female,3.6,7.0,3.9,76.8,No,No,No,Masters,Yes,10.0,80.9,85.8
STU3326,17,Male,4.2,6.5,4.4,86.3,No,Yes,No,Masters,No,6.0,74.2,88.2
STU2449,16,Female,5.1,6.4,2.4,84.5,Yes,No,No,Masters,Yes,9.0,39.7,74.6
STU3161,16,Female,5.8,5.7,3.1,96.6,No,Yes,No,High School,Yes,5.0,79.8,100.0
STU3201,15,Male,3.2,6.6,3.5,90.3,No,Yes,No,High School,Yes,2.0,48.6,79.0
STU2730,18,Female,7.7,9.4,2.8,77.0,No,No,No,Bachelors,Yes,6.0,86.3,100.0
STU3177,18,Male,2.4,4.9,4.1,91.4,No,No,No,High School,Yes,6.0,83.0,76.0
STU2174,18,Male,4.5,7.5,4.9,84.2,No,No,No,Masters,No,3.0,81.5,91.7
STU2222,16,Female,4.0,9.2,4.5,93.6,No,Yes,No,High School,Yes,7.0,68.0,84.7
STU2254,16,Male,4.5,7.5,6.7,72.3,No,No,No,Masters,No,9.0,72.2,81.6
STU3380,18,Female,1.2,8.0,0.0,89.6,No,Yes,No,High School,Yes,8.0,73.5,72.9
STU2385,15,Male,7.9,5.0,2.3,97.6,No,Yes,Yes,Bachelors,Yes,9.0,60.4,100.0
STU2831,18,Male,3.9,7.1,2.7,100.0,Yes,No,No,High School,Yes,6.0,50.2,82.3
STU3426,17,Female,2.6,6.0,2.8,82.6,No,No,No,High School,Yes,10.0,43.7,46.4
STU2825,15,Male,3.0,6.4,3.1,82.8,No,Yes,No,High School,Yes,7.0,61.8,71.0
STU3481,15,Female,3.1,6.5,1.3,100.0,No,No,No,Bachelors,Yes,5.0,75.1,95.3
STU2034,16,Female,2.3,8.8,3.5,93.5,No,Yes,No,Masters,Yes,4.0,70.5,83.4
STU2809,15,Male,4.5,5.8,3.9,93.3,Yes,Yes,No,Bachelors,No,5.0,64.4,89.5
STU2265,16,Female,1.6,8.3,5.0,81.5,Yes,No,No,Masters,Yes,6.0,59.6,59.0
STU2557,18,Female,3.2,5.4,1.9,93.6,Yes,Yes,No,,Yes,6.0,82.6,83.7
STU2089,18,Female,4.8,6.6,2.7,79.1,No,No,No,Bachelors,Yes,2.0,67.7,97.6
STU2777,17,Male,2.7,7.1,3.5,67.4,No,No,Yes,High School,Yes,2.0,79.0,86.0
STU3157,16,Female,3.6,7.5,6.6,91.0,No,Yes,No,Masters,No,8.0,74.9,81.6
STU3065,17,Female,5.6,6.6,5.4,80.4,Yes,Yes,No,High School,Yes,9.0,69.8,91.5
STU2000,18,Male,3.6,7.3,5.7,79.6,Yes,No,Yes,Masters,No,8.0,55.3,64.5
STU3185,18,Female,3.1,10.0,2.3,72.8,No,No,No,Bachelors,Yes,4.0,75.8,89.7
STU2613,18,Male,6.9,9.0,4.5,88.7,No,Yes,No,High School,Yes,6.0,79.5,95.6
STU2005,18,Female,4.8,7.7,3.3,100.0,Yes,No,No,Bachelors,Yes,6.0,54.4,87.9
STU2342,16,Female,4.5,6.3,1.3,92.2,No,Yes,No,Bachelors,Yes,6.0,67.2,100.0
STU2892,15,Male,6.6,6.2,1.9,76.4,No,Yes,No,High School,Yes,4.0,62.7,99.8
STU2101,18,Female,4.7,4.4,4.4,100.0,No,No,Yes,Bachelors,No,6.0,72.9,88.8
STU3386,18,Female,3.5,8.0,5.2,100.0,No,No,No,PhD,Yes,4.0,71.2,90.7
STU2039,15,Male,6.1,4.5,3.4,90.0,No,Yes,No,Masters,No,8.0,57.2,81.4
STU2528,18,Female,2.9,7.6,2.9,92.1,No,Yes,Yes,Masters,Yes,5.0,74.0,92.2
STU2665,18,Female,4.2,6.6,3.3,69.7,No,No,No,Masters,Yes,3.0,59.2,81.6
STU2452,18,Male,3.2,6.1,4.9,100.0,No,Yes,Yes,PhD,Yes,5.0,65.9,88.2
STU2660,18,Male,6.0,6.5,2.0,74.0,No,Yes,No,PhD,Yes,3.0,71.0,99.9
STU2124,18,Male,3.1,8.0,3.1,77.1,Yes,Yes,No,Bachelors,No,4.0,57.5,75.5
STU2177,15,Male,1.6,4.4,3.6,92.3,No,No,No,Masters,Yes,7.0,67.1,61.2
STU2136,18,Male,2.0,7.4,5.1,86.1,Yes,No,No,Bachelors,Yes,8.0,67.4,70.1
STU2336,18,Female,3.6,7.4,0.7,77.9,Yes,Yes,Yes,Masters,Yes,6.0,79.2,93.1
STU2118,17,Male,2.3,4.8,1.6,75.1,No,No,No,High School,Yes,4.0,49.5,65.9
STU3082,17,Female,1.9,7.4,4.5,89.6,No,Yes,No,,Yes,5.0,75.6,71.3
STU3407,15,Female,1.6,5.4,2.9,76.3,No,Yes,No,Bachelors,Yes,6.0,77.3,76.4
STU2505,17,Female,4.7,5.8,5.5,76.8,No,No,No,Bachelors,Yes,5.0,61.9,88.8
STU3266,16,Male,2.9,8.3,0.8,80.9,No,Yes,Yes,High School,No,5.0,76.2,79.2
STU2617,18,Female,4.5,7.5,5.7,75.3,No,Yes,No,PhD,Yes,5.0,48.3,79.0
STU2978,15,Male,2.3,5.9,4.8,96.4,No,No,Yes,High School,Yes,4.0,64.1,69.7
STU2870,15,Male,2.2,7.6,2.7,79.8,No,Yes,No,PhD,Yes,5.0,60.2,73.9
STU2192,18,Male,4.2,8.1,3.7,77.9,No,Yes,No,Bachelors,Yes,5.0,72.6,83.7
STU3406,15,Male,3.4,3.9,4.0,90.6,No,No,Yes,PhD,Yes,5.0,61.5,72.9
STU3271,16,Female,2.6,5.8,2.0,75.0,No,No,No,Bachelors,Yes,4.0,72.9,80.5
STU3491,16,Male,0.3,6.8,2.1,93.2,Yes,Yes,Yes,Masters,Yes,8.0,63.6,56.6
STU2800,15,Male,3.6,6.2,3.9,74.5,No,No,No,Bachelors,No,5.0,67.0,70.4
STU2135,18,Female,5.5,7.5,2.1,87.3,No,No,No,High School,Yes,5.0,79.7,92.3
STU2244,16,Female,5.5,7.1,6.6,87.0,No,No,Yes,High School,Yes,8.0,69.1,97.2
STU2460,16,Female,0.0,7.8,2.5,80.9,No,No,No,Masters,No,3.0,77.2,76.2
STU2041,16,Female,3.5,8.1,5.7,62.4,Yes,Yes,Yes,PhD,Yes,5.0,79.5,79.1
STU2723,15,Male,3.1,6.7,4.8,89.4,No,Yes,No,PhD,Yes,6.0,60.9,85.3
STU2903,17,Male,3.3,8.4,3.3,94.4,No,No,No,Masters,Yes,6.0,62.4,83.7
STU2636,18,Male,1.7,6.5,2.5,72.3,Yes,No,No,Bachelors,Yes,3.0,57.9,67.0
STU2358,16,Male,5.0,7.3,4.0,83.6,No,No,Yes,High School,Yes,6.0,71.0,89.3
STU3142,15,Female,2.3,7.8,1.6,76.0,No,No,Yes,High School,Yes,1.0,95.3,91.6
STU2297,18,Female,0.0,6.4,5.0,85.4,No,No,No,High School,Yes,6.0,39.8,49.6
STU2796,18,Female,2.1,7.4,5.5,89.3,Yes,Yes,No,Bachelors,Yes,1.0,53.3,61.5
STU3414,16,Female,3.2,9.2,2.5,92.2,No,No,No,Masters,No,6.0,63.8,76.4
STU2517,15,Male,1.8,6.5,5.7,82.1,No,Yes,No,Masters,Yes,1.0,66.9,76.4
STU2558,16,Male,2.5,4.4,2.8,100.0,No,Yes,No,Masters,Yes,5.0,61.1,84.5
STU3100,17,Female,3.3,5.3,2.8,72.0,No,No,Yes,High School,Yes,3.0,48.2,77.6
STU2618,16,Male,3.3,7.3,2.8,81.1,No,Yes,Yes,Masters,Yes,3.0,74.8,84.5
STU2465,18,Female,3.6,7.8,0.5,77.3,Yes,Yes,No,High School,Yes,5.0,61.7,76.5
STU2410,16,Male,3.1,,3.8,93.6,No,No,No,Masters,Yes,5.0,58.5,88.4
STU2921,18,Female,4.0,7.5,2.0,83.2,No,Yes,No,High School,Yes,4.0,85.8,90.3
STU3257,17,Male,5.0,7.9,2.4,98.6,No,Yes,No,High School,Yes,9.0,54.9,92.2
STU3061,15,Male,4.0,3.9,5.2,96.7,No,No,No,,Yes,5.0,41.8,62.1
STU2038,16,Female,4.7,5.4,7.3,93.4,No,Yes,No,Bachelors,Yes,7.0,64.0,74.9
STU2678,16,Female,7.1,10.0,2.3,73.8,No,Yes,No,High School,Yes,6.0,68.5,91.5
STU2079,15,Female,2.4,3.0,3.0,83.1,No,No,Yes,Masters,Yes,5.0,62.1,68.9
STU3318,18,Female,4.8,7.0,1.6,81.5,No,No,No,Bachelors,Yes,7.0,74.8,95.4
